company,penalty,lat,lon,city,state
DCP MIDSTREAM LP - HICO KNOWLES GAS PLAN,6420,32.702,-92.6575,Dubach,Louisiana
Space Exploration Technologies,45600,33.9147,-118.3476,Hawthorne,California
"Global Solar Energy, Inc.",12100,32.1546,-110.8782,Tucson,Arizona
DURAHAM MANUFACTURING CO,9625,41.4741,-72.6814,Durham,Connecticut
Maax Spas Industries Corporation,34440,33.2827,-111.8516,Chandler,Arizona
COTTAGE BAKERY,312500,38.1218,-121.2932,Lodi,California
MACDERMID GRAPHIC ARTS INC,229874,42.6277,-73.1187,Adams,Massachusetts
Parker Hannifin Corp. Chomerics Div.,5000,42.7641,-71.4315,Hudson,New Hampshire
Richard F. Kelly,126000,34.1139,-118.4068,Los Angeles,California
HUBBELL INC,5000,41.4119,-73.312,Newtown,Connecticut
Exxon Mobil Corporation,2642198,34.4285,-119.7202,Santa Barbara,California
Dole Packaged Foods,32500,37.3543,-120.5981,Atwater,California
ITT Corp,64719,38.4465,-122.706,Santa Rosa,California
MANTROSE-HAEUSER CO INC,34000,41.9311,-71.295,Attleboro,Massachusetts
Arysta LifeScience North America L.L.C.,6500,37.7903,-122.2165,Oakland,California
"Akzo Nobel Coatings, Inc.",23800,33.5722,-112.0891,Phoenix,Arizona
Bridgford Foods Corporation,36400,33.839,-117.8572,Anaheim,California
Cypress Semiconductor,10900,37.3018,-121.8485,San Jose,California
BJS WHOLESALE CLUB,14000,42.4191,-71.0035,Revere,Massachusetts
Tyler Refrigeration,18889,33.9255,-117.8654,Brea,California
Ennis Paint Inc.,13900,35.353,-119.036,Bakersfield,California
Dole Packaged Foods LLC,151930,37.3543,-120.5981,Atwater,California
Shell Corporation (SB),26000,36.2291,-115.2607,Las Vegas,Nevada
Shasta Beverages Inc.,11900,33.5722,-112.0891,Phoenix,Arizona
Safeway Inc.,675000,37.6664,-121.8805,Pleasanton,California
TXI Riverside Cement Company,394000,34.5989,-117.3342,Oro Grande,California
International Rectifier HiRel Products Inc.,51900,37.3646,-121.9679,Santa Clara,California
CINTAS,50000,43.6955,-70.3539,Westbrook,Maine
Meritage Homes of Arizona Inc. (a.k.a. Hancock),57770,33.6872,-111.865,Scottsdale,Arizona
Seven Up Bottling Company of San Francisco,152200,38.5667,-121.4683,Sacramento,California
Chemical Waste Management Inc.,47500,36.009,-119.9629,Kettleman City,California
H.J. Heinz Company L.P.,13090,32.8312,-117.1226,San Diego,California
Kinder Morgan Energy Partners LP,69680,39.5729,-119.7157,Sparks,Nevada
"HOLSUM OF PUERTO RICO, INC.",48000,18.4438,-66.2547,Toa Baja,Puerto Rico
Campbell Soup Supply Company LLC,72500,37.9766,-121.3112,Stockton,California
Premier Industries,326000,33.9836,-117.6653,Chino,California
Cottage Bakery Inc.,31403,38.1218,-121.2932,Lodi,California
Centex Homes,338213,32.7937,-96.7662,Dallas,Texas
Delta and Pine Land Company,16575,33.2827,-111.8516,Chandler,Arizona
Univar USA Inc. aka Van Waters & Rogers,10040,47.6997,-122.2041,Kirkland,Washington
KB Homes,461619,34.1139,-118.4068,Los Angeles,California
Continental Airlines Inc.,20950,34.1139,-118.4068,Los Angeles,California
THE SHELL COMPANY (PR) LIMITED,90000,18.4037,-66.0636,San Juan,Puerto Rico
Steris Incorprated,50000,33.4928,-117.1314,Temecula,California
Hadco Corporation,66000,33.5722,-112.0891,Phoenix,Arizona
WAL-MART,330095,38.7691,-121.3178,Roseville,California
The Dial Corporation,19800,33.6872,-111.865,Scottsdale,Arizona
Central Garden and Pet Company,69000,33.5722,-112.0891,Phoenix,Arizona
Pacific Gas and Electric,22000,35.3681,-120.8482,Morro Bay,California
Union Pacific Railroad,70000,34.4285,-119.7202,Santa Barbara,California
Union Pacific Railroad,55000,34.3962,-119.5117,Carpinteria,California
BHP Navajo Coal Company,18390,36.7392,-108.3956,Fruitland,New Mexico
Nevada Power Company,300000,36.2291,-115.2607,Las Vegas,Nevada
Maxim Integrated Products (Ed Medlin),8800,37.3018,-121.8485,San Jose,California
Parker Hannifin Corporation,29364,33.6772,-117.7738,Irvine,California
Aera Energy LLC,15000,35.353,-119.036,Bakersfield,California
Paramount Petroleum Corporation,105000,33.8976,-118.1651,Paramount,California
Vopak USA,8800,33.5722,-112.0891,Phoenix,Arizona
TOYOTA LOGISTICS SERVICES INC.,15000,37.5265,-121.9852,Fremont,California
TEXACO REFINING AND MARKETING INC.,195000,35.3681,-120.8482,Morro Bay,California
KAISER ALUMINUM AND CHEMICAL CORPORATION,5000,34.1962,-119.1819,Oxnard,California
TREFFERS PRECISION,10000,33.5722,-112.0891,Phoenix,Arizona
THE HEIL COMPANY,89482,33.5722,-112.0891,Phoenix,Arizona
"CHEVRON U.S.A., INC.",20000,37.9477,-122.339,Richmond,California
E. I. Du Pont De Nemours & Co Inc,322000,39.6834,-75.4905,Deepwater,New Jersey
Columbia University,135754,40.6943,-73.9249,New York,New York
"Sorrento Lactalis, Inc.",15400,42.9017,-78.8487,Buffalo,New York
Parker-Hannifin Corp.,16200,43.0634,-76.991,Lyons,New York
PHELPS DODGE,220142,34.7466,-112.1072,Jerome,Arizona
Jupiter Aluminum Corporation,2000000,41.617,-87.4908,Hammond,Indiana
"RECOT, INC.",5000,35.353,-119.036,Bakersfield,California
"LUXFER, INC.",20000,33.9381,-117.3948,Riverside,California
GEORGE INDUSTRIES,5000,34.1139,-118.4068,Los Angeles,California
CHI CONSTRUCTION COMPANY,6000,33.6872,-111.865,Scottsdale,Arizona
HELLER COMPANY LLC,27952,33.6872,-111.865,Scottsdale,Arizona
MIDWAY-SUNSET OIL FIELDS,619714,35.353,-119.036,Bakersfield,California
J.R. SIMPLOT COMPANY,525000,36.5433,-114.4469,Overton,Nevada
SUNKIST GROWERS INCORPORATED,27435,34.0393,-117.6064,Ontario,California
SHAMROCK FOODS COMPANY,63165,33.5722,-112.0891,Phoenix,Arizona
KIRKHILL RUBBER COMPANY,35700,33.9255,-117.8654,Brea,California
Paxar Corporation,10725,41.0487,-73.9407,Orangeburg,New York
Toshiba Display Devices Inc.,49868,42.1689,-76.8299,Horseheads,New York
"BLACK MESA PIPELINE, INC.",79000,36.7144,-110.2589,Kayenta,Arizona
EXXON MOBIL TORRANCE REFINERY,500000,33.8346,-118.3417,Torrance,California
GEORGIA PACIFIC,379000,38.416,-121.384,Elk Grove,California
Kinder Morgan,39300,40.1933,-110.0625,Myton,Utah
CC COMMUNITIES LLC,26000,39.7621,-104.8759,Denver,Colorado
Marisol Incorporated,6000,40.5744,-74.5011,Middlesex,New Jersey
LG Chemical America,87500,40.8822,-73.9466,Englewood Cliffs,New Jersey
SOO LINE RAILROAD COMPANY,39449,47.3001,-98.7322,Kensal,North Dakota
NEWFIELD PRODUCTION COMPANY,175000,40.1933,-110.0625,Myton,Utah
NEWFIELD PRODUCTION COMPANY,246000,40.4517,-109.5379,Vernal,Utah
FRONTIER REFINING LLC FRONTIER REFINERY,56000,41.1406,-104.7926,Cheyenne,Wyoming
HELENA CHEMICAL COMPANY,8720,40.2549,-103.7913,Fort Morgan,Colorado
BURLINGTON RESOURCES OIL AND GAS LP,72500,46.814,-100.7695,Bismarck,North Dakota
WESTINGHOUSE ELECTRIC COMPANY LLC,111000,41.228,-111.9677,Ogden,Utah
CHEVRON,875000,41.4146,-112.0446,Willard,Utah
AMERICOLD LOGISTICS PLANT #78421,6480,43.5397,-96.7322,Sioux Falls,South Dakota
Tilcon Inc.,50000,40.9039,-74.2214,Totowa,New Jersey
Daewoo International (America) Corp.,14025,40.8543,-74.0201,Ridgefield Park,New Jersey
ABE SOUTH DAKOTA LLC,65100,44.3622,-98.2102,Huron,South Dakota
EL PASO MIDSTREAM GROUP,255000,40.3576,-110.2232,Bluebell,Utah
Merck Sharp & Dohme Quimica de Puerto Rico,10000,18.4529,-66.5381,Barceloneta,Puerto Rico
Whiting Oil and Gas Corporation,120000,48.026,-101.9594,Plaza,North Dakota
Hexcel Corporation,24000,40.8784,-74.0815,Lodi,New Jersey
Devon Energy Production Company,54300,44.2779,-105.5004,Gillette,Wyoming
EOG Resources,477000,47.7358,-102.6755,Mandaree,North Dakota
PULTE HOMES INC,29233,42.578,-83.2457,Bloomfield Hills,Michigan
QEP Energy,89798,40.4517,-109.5379,Vernal,Utah
John Morrell Company,206000,43.5397,-96.7322,Sioux Falls,South Dakota
"McWane, Inc.",1396887,40.2458,-111.6457,Provo,Utah
Crop Production Services,19500,40.415,-104.7696,Greeley,Colorado
Anadarko Petroleum Corporation,61000,29.7868,-95.3905,Houston,Texas
"Xcel Energy, Inc.",95000,39.7621,-104.8759,Denver,Colorado
Frontier Refining,900000,41.1406,-104.7926,Cheyenne,Wyoming
Avista Utilities,35625,47.985,-115.7707,Noxon,Montana
Corning Tropel Corporation,16525,43.099,-77.4427,Fairport,New York
"Stature Electric, Inc.",39034,43.9734,-75.9094,Watertown,New York
"Anderson Instrument Co., Inc.",33353,42.9463,-74.3705,Fultonville,New York
Wyoming Refining,157500,44.0716,-103.2205,Rapid City,South Dakota
Bristol Myers Squibb Manufacturing Company,52000,18.1519,-65.8204,Humacao,Puerto Rico
Union Pacific Railroad Company,200000,41.228,-111.9677,Ogden,Utah
Merit Energy,22250,43.7484,-105.4963,Wright,Wyoming
SHELL PIPELINE CO LP -  HOLMWOOD STATION,9900,30.1133,-92.9627,Bell City,Louisiana
"Chevron USA, Inc.",81226,37.7625,-121.9365,San Ramon,California
"Flying J Oil & Gas, Inc.",10000,40.7774,-111.9301,Salt Lake City,Utah
Vornado Reality Trust,28000,40.8501,-73.8662,Bronx,New York
Sears Roebuck & Co.,10000,39.9205,-104.9443,Thornton,Colorado
Pulte Homes Corporation,23079,42.578,-83.2457,Bloomfield Hills,Michigan
Texas Mexican Railway Company,22176,27.5616,-99.487,Laredo,Texas
Tesoro High Plains Pipeline Company,94500,47.1149,-101.2977,Center,North Dakota
BOLLINGER CALCASIEU LLC,10100,30.229,-93.356,Sulphur,Louisiana
BOLLINGER CALCASIEU LLC,8244000,30.229,-93.356,Sulphur,Louisiana
Beazer Homes,124601,39.6152,-104.9131,Greenwood Village,Colorado
"EnCana Oil and Gas (USA), Inc.",35000,46.5964,-112.0197,Helena,Montana
Chaparral Energy,13776,46.3645,-104.2729,Baker,Montana
Richmond American Homes,170904,39.7621,-104.8759,Denver,Colorado
"Continental Resources, Inc.",57500,36.4061,-97.8701,Enid,Oklahoma
"CHS, Inc.",57750,44.9477,-93.104,Saint Paul,Minnesota
Anadarko Petroleum Corporation,1050000,41.595,-109.2237,Rock Springs,Wyoming
"J.L. FRENCH AUTOMOTIVE CASTINGS, INC.",25000,37.0048,-85.9262,Glasgow,Kentucky
Centex Corporation,35837,32.7937,-96.7662,Dallas,Texas
EOG Resources,100000,40.4517,-109.5379,Vernal,Utah
Defense Technology Corporation of America,13643,42.8421,-106.3208,Casper,Wyoming
HYUNDAI HEAVY INDUSTRIES,43000,32.347,-86.2663,Montgomery,Alabama
"Veolia ES Technical Solutions, LLC",19720,40.8457,-74.6949,Flanders,New Jersey
A.E. Staley,35000,37.5788,-106.1503,Monte Vista,Colorado
CRIPPLE CREEK & VICTOR GOLD MINING COMPANY,125000,38.709,-105.1419,Victor,Colorado
Sanyo Corporation of America,9700,40.6943,-73.9249,New York,New York
BOSTON SCIENTIFIC CORPORATION,69000,25.784,-80.2102,Miami,Florida
"QUAD/GRAPHICS, INC.",15960,32.9635,-84.2378,The Rock,Georgia
GOLDEN STATE FOODS CORPORATION,26325,33.6645,-83.9967,Conyers,Georgia
FIRESTONE BUILDING PRODUCTS,14820,38.99,-84.647,Florence,Kentucky
KIRYAS JOEL POULTRY PROCESSING PLANT INC.,330000,41.3198,-74.1848,Monroe,New York
Paulsboro Refining Company LLC,180000,39.84,-75.2397,Paulsboro,New Jersey
H. B. FULLER COMPANY,21675,35.9797,-78.9037,Durham,North Carolina
"Schering-Plough Products, LLC",260000,18.1785,-65.8708,Las Piedras,Puerto Rico
"Allied Waste of Ponce, Inc.",20000,17.9779,-66.2961,Salinas,Puerto Rico
"SUPERVALU, INC.",5000,39.7084,-104.7274,Aurora,Colorado
"SPRING GROVE RESOURCE RECOVERY, INC.",8149,39.1412,-84.5059,Cincinnati,Ohio
ULTRAMAR DIAMOND SHAMROCK,126764,29.4722,-98.5247,San Antonio,Texas
"TETRA TECHNOLOGIES, INC.",15152,41.1406,-104.7926,Cheyenne,Wyoming
"WELLMARK INTERNATIONAL, INC",44704,42.1025,-102.8765,Alliance,Nebraska
"WINFIELD SOLUTIONS, LLC",7500,39.1151,-98.6922,Luray,Kansas
CHEVRON,25000,40.4517,-109.5379,Vernal,Utah
CHEVRON,425000,40.4517,-109.5379,Vernal,Utah
W.R. GRACE & COMPANY (SITES),2821000,48.3875,-115.5559,Libby,Montana
Leading Edge Aviation,41650,34.5277,-117.3537,Victorville,California
"Syngenta Seeds, LLC d/b/a Syngenta Hawaii",550000,21.9684,-159.7141,Kekaha,Hawaii
"AKZO NOBEL COATINGS, INC.",40000,33.5276,-86.7988,Birmingham,Alabama
"Barrett's Minerals, Inc.",114000,45.2177,-112.6348,Dillon,Montana
CMC STEEL FABRICATORS INC,74785,33.4017,-111.7181,Mesa,Arizona
California Steel Industries,114000,34.0968,-117.4599,Fontana,California
"Zotos International, Inc.",7500,42.8644,-76.9827,Geneva,New York
CHEVRON U.S.A.,375000,40.0864,-108.7774,Rangely,Colorado
COLUMBIAN CHEMICALS COMPANY,325000,37.5772,-101.3547,Ulysses,Kansas
Amsterdam Printing & Litho,21330,42.942,-74.1907,Amsterdam,New York
Alstom Power Inc. Air Preheater Company,157472,42.1207,-77.9458,Wellsville,New York
Black & Decker (US) Inc.,87958,43.2136,-77.9404,Brockport,New York
"Battery Recycling Company, Inc.",711435,18.4491,-66.7387,Arecibo,Puerto Rico
Chemtura Corporation,42755,40.5416,-74.3124,Fords,New Jersey
"Consolidated Edison Company of New York, Inc.",33750,40.7498,-73.7976,Queens,New York
SMITHFIELD FRESH MEATS CORP,58030,40.6255,-96.9575,Crete,Nebraska
CHS INC,80000,42.4627,-96.4134,South Sioux City,Nebraska
QUAD/GRAPHICS INC,70000,41.7965,-92.0678,Marengo,Iowa
UNITED STATES PIPE & FOUNDRY ( US PIPE ),70000,37.603,-122.0187,Union City,California
OWENS-BROCKWAY GLASS CONTAINER INC,8500,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,California
"TESLA MOTORS, INC",16000,37.5265,-121.9852,Fremont,California
"PECHINEY PLASTIC PACKAGING, INC",5000,37.7071,-122.1601,San Leandro,California
Total Petroleum Puerto Rico Corporation,385000,18.4037,-66.0636,San Juan,Puerto Rico
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5500,37.9985,-122.116,Martinez,California
TRANS OVA GENETICS LC,10314,39.7953,-93.5498,Chillicothe,Missouri
HELENA CHEMICAL COMPANY,55104,40.7583,-95.372,Shenandoah,Iowa
"Bayer CropScience, LP",53000,18.0821,-66.9673,Sabana Grande,Puerto Rico
"GIBBON PACKING, LLC",204576,40.7461,-98.8458,Gibbon,Nebraska
FORTERRA CONCRETE PRODUCTS INC,33902,39.0158,-94.8076,Shawnee,Kansas
LEHIGH SOUTHWEST CEMENT COMPANY,5000,37.3168,-122.0465,Cupertino,California
LEHIGH SOUTHWEST CEMENT COMPANY,6500,37.3168,-122.0465,Cupertino,California
LEHIGH SOUTHWEST CEMENT COMPANY,18000,37.3168,-122.0465,Cupertino,California
"GRIFFIN INDUSTRIES, LLC",12500,41.4195,-91.068,Muscatine,Iowa
"NATIONAL BEEF PACKING COMPANY, LLC - DODGE CITY",10850,37.761,-100.0182,Dodge City,Kansas
"Wegmans Food Markets, Inc.",5700,43.168,-77.6162,Rochester,New York
LEHIGH SOUTHWEST CEMENT COMPANY,7500,37.3168,-122.0465,Cupertino,California
AIR LIQUIDE LARGE INDUSTRIES US LP,7000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,California
Ametek Inc. Aerospace and Defense Division,21675,42.1014,-75.9093,Binghamton,New York
Suiza Dairy Corporation,83300,18.4037,-66.0636,San Juan,Puerto Rico
MORGAN STANLEY,10000,41.0409,-73.7146,Purchase,New York
"Veolia ES Technical Solutions, LLC",14910,40.8457,-74.6949,Flanders,New Jersey
"FLINT HILLS RESOURCES MENLO, LLC",6800,41.5221,-94.4043,Menlo,Iowa
"ENVIROTECH, INC",14024,38.6358,-90.2451,Saint Louis,Missouri
"IOWA FERTILIZER COMPANY, LLC",80689,40.7106,-91.231,Wever,Iowa
"CARDINAL HEALTH 110, LLC",6000,39.1239,-94.5541,Kansas City,Missouri
NEOGEN CORPORATION,10129,41.3864,-93.2727,Pleasantville,Iowa
"POLYONE DESIGNED STRUCTURES AND SOLUTIONS, LLC",15335,41.5857,-93.4997,Pleasant Hill,Iowa
Ball Metal Beverage Container Corporation,17300,41.4458,-74.4228,Middletown,New York
JBS USA,7450,41.2628,-96.0495,Omaha,Nebraska
"Ken-Dec, Inc.",700000,37.1746,-85.9144,Horse Cave,Kentucky
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",50000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",25000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,California
INTERNATIONAL PAPER CO. - BOGALUSA PAPERBOARD MILL,1733905,30.7812,-89.8633,Bogalusa,Louisiana
ALMATIS BURNSIDE LLC,15300,30.1388,-90.924,Burnside,Louisiana
SAFETY-KLEEN SYSTEMS INC- METAIRIE FACILITY,13510,29.9976,-90.1781,Metairie,Louisiana
HELENA CHEMICAL,15000,29.7941,-90.8163,Thibodaux,Louisiana
"FIRESTONE POLYMERS, LLC - LAKE CHARLES PLANT",8500,30.203,-93.215,Lake Charles,Louisiana
LAFARGE-ISABEL SAND & GRAVEL,6000,30.65,-89.9056,Sun,Louisiana
BP BIOFUELS LOUISIANA LLC,10000,30.2233,-92.6582,Jennings,Louisiana
REYNOLDS METALS COMPANY- LAKE CHARLES CARBON COMPANY,6500,30.203,-93.215,Lake Charles,Louisiana
CENTERPOINT ENERGY - INCIDENT SITE,10000,31.7182,-93.5082,Belmont,Louisiana
"AMERICAN SUGAR REFINING, INC",5000,29.9561,-89.9986,Arabi,Louisiana
FREEPORT-MCMORAN ENERGY LLC,36000,29.5043,-89.7202,Port Sulphur,Louisiana
CHEVRON PIPELINE CO GRAND BAY,12000,29.4133,-89.6052,Empire,Louisiana
WAL-MART STORE #502,26500,29.4471,-90.3096,Galliano,Louisiana
DOW CHEMICAL - PLAQUEMINE,32500,30.2834,-91.2429,Plaquemine,Louisiana
"FIRESTONE POLYMERS, LLC - LAKE CHARLES PLANT",6400,30.203,-93.215,Lake Charles,Louisiana
"SRG GLOBAL, INC SIEGEL-ROBERT INC DBA SRG GLOBAL F",135000,37.7821,-90.4287,Farmington,Missouri
"VALMONT COATINGS, INC",16000,42.4959,-96.3901,Sioux City,Iowa
"Sears Home Improvement Products, Inc.",123000,40.6501,-73.9496,Brooklyn,New York
"SYNGENTA CROP PROTECTION, LLC",8720,39.4407,-98.6993,Osborne,Kansas
CONTINENTAL CEMENT CO LLC,16800,39.7097,-91.3936,Hannibal,Missouri
"VEOLIA ES Technical Solutions, LLC",36600,40.5744,-74.5011,Middlesex,New Jersey
"ALLSTEEL INC AND HON COMPANY, LLC - OAK STEEL PLAN",46046,41.4195,-91.068,Muscatine,Iowa
Jersey Central Power & Light Company,50500,40.9051,-74.6652,Landing,New Jersey
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",9000,37.9985,-122.116,Martinez,California
"Owens Corning Roofing & Asphalt, LLC",52000,40.7528,-74.1202,Kearny,New Jersey
"Kawasaki Rail Car, Inc.",31280,40.9466,-73.8674,Yonkers,New York
AERA ENERGY LLC,5341,36.0238,-120.9075,San Ardo,California
"Marubeni Specialty Chemicals, Inc.",20485,41.022,-73.7548,White Plains,New York
EOG RESOURCES/PARCEL 3 #54,7734,32.5272,-93.5042,Haughton,Louisiana
SIERRA PACIFIC IND - LOYALTON,1420000,39.6768,-120.2448,Loyalton,California
INTERNATIONAL PAPER CO. - BOGALUSA PAPERBOARD MILL,25000,30.7812,-89.8633,Bogalusa,Louisiana
PETROHAWK ENERGY - WIGGINS,12500,32.4659,-93.7959,Shreveport,Louisiana
PLACID REFINING CO,675000,30.4456,-91.2098,Port Allen,Louisiana
"LINN OPERATING, INC",40000,34.4155,-118.4992,Santa Clarita,California
"AES ALAMITOS STATION, LLC",8100,33.8059,-118.161,Long Beach,California
PARAMOUNT PETROLEUM CORP,8000,33.8976,-118.1651,Paramount,California
The Goodyear Tire and Rubber Company,74050,43.0921,-79.0147,Niagara Falls,New York
"EPCO CARBON DIOXIDE PRODUCTS, INC",32025,40.8642,-98.007,Aurora,Nebraska
CHEVRON PRODUCTS CO,6000,33.9169,-118.4021,El Segundo,California
CHEVRON PRODUCTS CO,175250,33.9169,-118.4021,El Segundo,California
"MOTIVA ENTERPRISES, LLC- NORCO REFINERY",215662,29.9986,-90.4036,Norco,Louisiana
ALMATIS BURNSIDE LLC,21000,30.1388,-90.924,Burnside,Louisiana
"MOTIVA ENTERPRISES, LLC- NORCO REFINERY",90000,29.9986,-90.4036,Norco,Louisiana
"AMERICAN SUGAR REFINING, INC",15000,29.9561,-89.9986,Arabi,Louisiana
"ENTERGY LOUISIANA, LLC- ROY S. NELSON PLANT",15000,30.203,-93.215,Lake Charles,Louisiana
CHEVRON PRODUCTS CO,24250,33.9169,-118.4021,El Segundo,California
TWIN COUNTY DAIRY,390000,41.4874,-91.7018,Kalona,Iowa
CHEVRON PRODUCTS CO,14000,33.9169,-118.4021,El Segundo,California
BAYER CROPSCIENCE LP,13900,39.1239,-94.5541,Kansas City,Missouri
"CONTINENTAL CEMENT COMPANY, LLC",322025,39.7097,-91.3936,Hannibal,Missouri
"SOUTHEAST LANDFILL, LLC",43756,39.1239,-94.5541,Kansas City,Missouri
SCOTTS MANUFACTURING COMPANY,300388,40.6198,-91.352,Fort Madison,Iowa
"ADM ALLIANCE NUTRITION, INC",33600,37.4578,-93.348,Brighton,Missouri
"ROQUETTE AMERICA, INC",4100000,40.4096,-91.4031,Keokuk,Iowa
"SYNGENTA CROP PROTECTION, INC",9152,39.5644,-94.4615,Plattsburg,Missouri
STEPAN COMPANY,10200,38.6801,-90.3082,Pagedale,Missouri
SHELL CHEMICAL LP- NORCO CHEMICAL PLANT- WEST SITE,999999,29.9986,-90.4036,Norco,Louisiana
WESTERN SUGAR COOPERATIVE,406736,41.8677,-103.6619,Scottsbluff,Nebraska
NORTHRUP GRUMMAN SYSTEMS,15000,33.8895,-118.3972,Manhattan Beach,California
UNION PACIFIC RAILROAD,49800,30.4904,-92.4191,Eunice,Louisiana
UNION PACIFIC RAILROAD,47113,30.4904,-92.4191,Eunice,Louisiana
BASF CORP-GEISMAR,23000,30.2044,-91.0226,Geismar,Louisiana
Kentucky Utilities Company,57300000,38.734,-85.0612,Ghent,Kentucky
PAI READY MIX LLC.- DERIDDER PLANT,8549,30.2233,-92.6582,Jennings,Louisiana
CERTAINTEED CORPORATION,25000,30.203,-93.215,Lake Charles,Louisiana
DAVIS WIRE CORP,6750,34.1121,-117.9637,Irwindale,California
DAVIS WIRE CORP,5250,34.1121,-117.9637,Irwindale,California
DAVIS WIRE CORP,6004,34.1121,-117.9637,Irwindale,California
DAVIS WIRE CORP,5000,34.1121,-117.9637,Irwindale,California
DAVIS WIRE CORP,5500,34.1121,-117.9637,Irwindale,California
"BAYER CROPSCIENCE, LP",137790,39.1239,-94.5541,Kansas City,Missouri
"BRENNTAG MID SOUTH, INC",11230,39.1239,-94.5541,Kansas City,Missouri
"BARTON SOLVENTS, INC",1100000,41.5725,-93.6104,Des Moines,Iowa
RAIN CII CARBON- CHALMETTE CALCINING PLANT,5000,29.9438,-89.966,Chalmette,Louisiana
INTERNATIONAL PAPER CO. - BOGALUSA PAPERBOARD MILL,75000,30.7812,-89.8633,Bogalusa,Louisiana
DOW CHEMICAL - PLAQUEMINE,999999,30.2834,-91.2429,Plaquemine,Louisiana
TRC ENVIRONMENTAL CORPORATION,75000,30.4423,-91.1314,Baton Rouge,Louisiana
ELK RUN COAL COMPANY,16000,38.008,-81.5623,Sylvester,West Virginia
UNION PACIFIC RAILROAD,195700,30.4904,-92.4191,Eunice,Louisiana
J S T AUTOMOTIVE CENTER INC,22758,42.1155,-72.5395,Springfield,Massachusetts
"BARTLETT GRAIN COMPANY, LP",14560,39.2072,-93.5187,Waverly,Missouri
"UNITED PARCEL SERVICE, INC",53931,38.9609,-94.8018,Lenexa,Kansas
"FARMLAND FOODS, INC",70426,40.6255,-96.9575,Crete,Nebraska
"MOTIVA ENTERPRISES, LLC- NORCO REFINERY",500000,29.9986,-90.4036,Norco,Louisiana
"ENTERGY LOUISIANA, LLC- NINEMILE POINT GENERATING STATION",29207,29.9058,-90.1434,Westwego,Louisiana
