company,penalty,lat,lon,city,industry,state
BERKSHIRE POWER LLC,6892563,42.0695,-72.6148,Agawam,energy generation,Massachusetts
"Bleachtech, LLC",17160,41.4767,-81.6805,Cleveland,chemicals,Ohio
DRS POWER TECHNOLOGY INC,6072,42.5912,-71.8156,Fitchburg,aerospace & military contracting,Massachusetts
STRATEGIC MATERIALS INC,11571,42.0834,-71.3967,Franklin,private equity (including portfolio companies),Massachusetts
HEWLETT PACKARD CORPORATION,15000,42.6554,-71.1418,Andover,computers,Massachusetts
"REMINGTON ARMS COMPANY, LLC",53892,34.7908,-91.9069,Lonoke,private equity (including portfolio companies),Arkansas
DEL-TIN FIBER L.L.C.,115000,33.2184,-92.664,El Dorado,forest products,Arkansas
"University of California, Davis",24000,38.325,-123.0308,Bodega Bay,university,California
CALPORTLAND - RILLITO CEMENT PLANT,300000,32.4355,-111.1558,Marana,building materials,Arizona
REXAM BEVERAGE CAN COMPANY,118350,33.5722,-112.0891,Phoenix,packaging,Arizona
HONEYWELL-ENGINES SYSTEMS & SERVICES,1512740,33.5722,-112.0891,Phoenix,diversified,Arizona
"MAUSER USA, LLC (FORMERLY BERENFIELD CONTAINERS)",11503,34.2116,-92.0178,Pine Bluff,diversified,Arkansas
SFPP LP PHOENIX TERMINAL,245000,33.5722,-112.0891,Phoenix,pipelines,Arizona
FREEPORT-MCMORAN SIERRITA,105000,31.8437,-111.0172,Green Valley,mining,Arizona
EL PASO NATURAL GAS- CASA GRANDE COMP,8000,32.907,-111.7624,Casa Grande,pipelines,Arizona
"SFPP,LP - TUCSON TERMINAL",80000,32.1546,-110.8782,Tucson,pipelines,Arizona
ASARCO PIMA MINE_(MISSION MINE),450000,31.9328,-110.9654,Sahuarita,mining,Arizona
ASARCO PIMA MINE_(MISSION MINE),15000,31.9328,-110.9654,Sahuarita,mining,Arizona
NEW HARQUAHALA GENERATING CO,277000,33.488,-112.9308,Tonopah,private equity (including portfolio companies),Arizona
NEW HARQUAHALA GENERATING CO,108665,33.488,-112.9308,Tonopah,private equity (including portfolio companies),Arizona
VULCAN MATERIALS CO,17754,33.5722,-112.0891,Phoenix,building materials,Arizona
"PRAXAIR, INC. - KINGMAN FACILITY",550000,35.217,-114.0105,Kingman,industrial gas,Arizona
"MAYTAG MANUFACTURING, LLC",7500,35.2418,-91.7351,Searcy,appliances,Arkansas
XTO ENERGY - HURRICANE NE COMMON POINT,9000,35.4509,-92.3946,Bee Branch,oil & gas,Arkansas
"ENTERGY ARKANSAS, INC. - WHITE BLUFF",13200,34.4431,-92.1841,Redfield,utilities,Arkansas
"ENTERGY ARKANSAS, INC. - UNION POWER STATION",6750,33.2184,-92.664,El Dorado,utilities,Arkansas
STRATEGIC MATERIALS INC,12000,42.0834,-71.3967,Franklin,private equity (including portfolio companies),Massachusetts
GARELICK FARMS INC,15000,42.0834,-71.3967,Franklin,food products,Massachusetts
BETH ISRAEL DEACONESS HOSP PLYMOUTH,5000,41.9539,-70.6693,Plymouth,hospitals,Massachusetts
LION OIL COMPANY,5600,33.2184,-92.664,El Dorado,oil & gas,Arkansas
NRG-CANAL LLC,30000,41.7572,-70.4998,Sandwich,energy generation,Massachusetts
HANSON AGGREGATES-EAGLE MILLS,22500,33.6826,-92.7046,Eagle Mills,building materials,Arkansas
TOKAI CARBON GE LLC,124420,35.5001,-93.8436,Ozark,carbon black,Arkansas
TOKAI CARBON GE LLC,15000,35.5001,-93.8436,Ozark,carbon black,Arkansas
"SAF-HOLLAND USA, INC.",10000,33.8848,-91.4861,Dumas,truck and trailer components,Arkansas
LM WINDPOWER BLADES,11910,34.7255,-92.3581,Little Rock,diversified,Arkansas
WHEATLAND TUBE COMPANY - OMEGA DIVISION,14000,34.7255,-92.3581,Little Rock,steel,Arkansas
WELSPUN TUBULAR,9625,34.7255,-92.3581,Little Rock,diversified,Arkansas
JELD-WEN,600000,42.2192,-121.7755,Klamath Falls,windows,Oregon
POTLATCH FOREST PRODUCTS - PRESCOTT,7500,33.8056,-93.3909,Prescott,forest products,Arkansas
ENTERGY AR - LYNCH,8500,34.7814,-92.2378,North Little Rock,utilities,Arkansas
"ENTERGY ARKANSAS, INC - LAKE CATHERINE",90000,34.3689,-92.8187,Malvern,utilities,Arkansas
"ADM GRAIN RIVER SYSTEMS, INC.",10137,34.5313,-90.62,Helena-West Helena,agribusiness,Arkansas
ASH GROVE CEMENT COMPANY,15000,33.7197,-94.3979,Foreman,building materials,Arkansas
Jerome Cheese,88000,42.7184,-114.5159,Jerome,dairy cooperative,Idaho
REYNOLDS CONSUMER PRODUCTS LLC,7500,34.3689,-92.8187,Malvern,diversified,Arkansas
"AMERICAN RAILCAR INDUSTRIES, INC. - MARMADUKE",10595,36.1901,-90.386,Marmaduke,diversified,Arkansas
WESTROCK CONVERTING COMPANY - CONWAY,5800,35.0753,-92.4695,Conway,packaging,Arkansas
DELTIC TIMBER - WALDO,20000,33.3528,-93.295,Waldo,forest products,Arkansas
DEVILBISS AIR POWER COMPANY,7500,36.3402,-94.4578,Decatur,tools,Arkansas
RICELAND FOODS - SOY DIVISION,80250,34.4962,-91.5485,Stuttgart,agribusiness,Arkansas
RICELAND FOODS - SOY DIVISION,309940,34.4962,-91.5485,Stuttgart,agribusiness,Arkansas
MKS INSTRUMENTS INC,15000,42.6554,-71.1418,Andover,scientific equipment,Massachusetts
"CLEAN HARBORS EL DORADO, LLC",33000,33.2184,-92.664,El Dorado,waste management,Arkansas
DIERKS MILL EXPANSION PROJECT,13500,34.12,-94.0183,Dierks,forest products,Arkansas
"REMINGTON ARMS COMPANY, LLC",55000,34.7908,-91.9069,Lonoke,private equity (including portfolio companies),Arkansas
SIEMENS HEALTHCARE DIAGNOSTICS INC,8630,42.1371,-71.2439,Walpole,diversified,Massachusetts
HUNT REFINING COMPANY,35000,33.2349,-87.5267,Tuscaloosa,oil & gas,Alabama
HUNT REFINING COMPANY,30000,33.2349,-87.5267,Tuscaloosa,oil & gas,Alabama
HUNT REFINING COMPANY,30000,33.2349,-87.5267,Tuscaloosa,oil & gas,Alabama
"GLASFORMS, INC.",25200,33.5276,-86.7988,Birmingham,chemicals,Alabama
MAGELLAN TERMINALS,10000,33.5276,-86.7988,Birmingham,oil & gas,Alabama
"DRUMMOND COMPANY, INC. (ABC COKE)",156000,33.5276,-86.7988,Birmingham,coal mining,Alabama
SAINT-GOBAIN CERAMIC MATERIALS,10000,34.6989,-86.6414,Huntsville,building materials,Alabama
RESOURCE CONTROL INC.,26000,42.423,-72.1064,Barre,waste management,Massachusetts
OFS FITEL-STURBRIDGE,10000,42.1001,-72.0635,Sturbridge,electronic equipment,Massachusetts
OLDCASTLE RETAIL INC,7250,42.1161,-71.8705,Oxford,building materials,Massachusetts
WARREN PUMPS INC,7900,42.2155,-72.1887,Warren,metal products,Massachusetts
COVANTA SPRINGFIELD,8625,42.0695,-72.6148,Agawam,utilities,Massachusetts
TRINITY MARINE PRODUCTS INC - PLANT #48,5000,30.3943,-91.2517,Brusly,transporation equipment,Louisiana
CARMEUSE LIME & STONE,10000,33.2162,-86.7919,Saginaw,minerals,Alabama
CARMEUSE LIME & STONE,115000,33.2162,-86.7919,Saginaw,minerals,Alabama
CARMEUSE LIME & STONE,75000,33.2162,-86.7919,Saginaw,minerals,Alabama
CONTINENTAL CARBON COMPANY,10000,32.4587,-85.0251,Phenix City,chemicals,Alabama
LINDE GAS NORTH AMERICA LLC,12000,34.573,-86.9905,Decatur,industrial gas,Alabama
INDORAMA VENTURES XYLENES & PTA LLC,15000,34.573,-86.9905,Decatur,plastics,Alabama
"CEMEX SOUTHEAST,  LLC",6000,32.347,-86.2663,Montgomery,building materials,Alabama
MURPHY OIL USA,90000,32.347,-86.2663,Montgomery,gas stations,Alabama
"CARBO CERAMICS, INC. - TOOMSBORO PLANT",300000,32.8224,-83.0826,Toomsboro,oilfield services,Georgia
"CARBO CERAMICS, INC. - TOOMSBORO PLANT",258000,32.8224,-83.0826,Toomsboro,oilfield services,Georgia
SHELL PIPELINE CO LP -  KAPLAN STATION,9900,30.006,-92.2839,Kaplan,oil & gas,Louisiana
INEOS PHENOL,20000,30.5408,-88.1885,Theodore,chemicals,Alabama
HILCORP ENERGY COMPANY (HATTER'S POND FACILITY),30000,30.8902,-88.0101,Creola,oil & gas,Alabama
TRANSCONTINENTAL GAS PIPE LINE COMPANY L,5000,32.1049,-87.8612,Sweet Water,oil & gas,Alabama
INTERNATIONAL PAPER COMPANY,10000,34.6703,-87.3262,Courtland,paper & packaging,Alabama
IMPERIAL ALUMINUM - SCOTTSBORO,75000,34.6438,-86.0491,Scottsboro,metals,Alabama
SHAW INDUSTRIES INC,15000,34.8487,-85.8437,Stevenson,diversified,Alabama
"WESTROCK COMPANY, LLC",75000,34.8487,-85.8437,Stevenson,packaging,Alabama
"WESTROCK COMPANY, LLC",17500,34.8487,-85.8437,Stevenson,packaging,Alabama
PETROQUEST ENERGY LLC - TURTLE BAYOU FIELD PRODUCTION FACILITY #1,24000,29.5799,-90.7058,Houma,oil & gas,Louisiana
SAINT-GOBAIN VETROTEX,20000,34.5055,-87.7282,Russellville,building materials,Alabama
GREDE II LLC - BREWTON,12000,31.1111,-87.0737,Brewton,automotive parts,Alabama
PETROQUEST ENERGY LLC - TURTLE BAYOU FIELD PRODUCTION FACILITY #1,24000,29.5799,-90.7058,Houma,oil & gas,Louisiana
EARTH GRAINS BAKING CO,8500,34.4557,-85.6965,Fort Payne,food products,Alabama
LOUISIANA-PACIFIC CORPORATION,10000,34.0634,-86.7651,Hanceville,building materials,Alabama
GEORGIA PACIFIC,10000,32.1993,-88.0494,Pennington,diversified,Alabama
GEORGIA PACIFIC,10000,32.1993,-88.0494,Pennington,diversified,Alabama
"PRINCE MINERALS, LLC",5000,34.1838,-85.7753,Leesburg,private equity (including portfolio companies),Alabama
MURPHY OIL USA INC,15000,33.6713,-85.8136,Anniston,gas stations,Alabama
FAIRFIELD INN & SUITES,33000,30.8453,-88.0988,Saraland,hotels,Alabama
CARGILL - TEXACO TANK FARM,5000,34.3674,-86.2634,Guntersville,agribusiness,Alabama
LOVE'S TRAVEL STOP #556,11700,31.4509,-85.6473,Ozark,retail-convenience stores,Alabama
BOLLINGER MORGAN CITY LLC,8244000,29.6646,-91.1072,Amelia,shipbuilding,Louisiana
DENBURY ONSHORE LLC,56500,31.0952,-88.2467,Citronelle,oil & gas,Alabama
GREENWOOD PARK PROJECT,10000,33.5276,-86.7988,Birmingham,plumbing supplies,Alabama
D R HORTON AT GRACE MAGNOLIA,6100,30.7256,-87.8602,Spanish Fort,homebuilding,Alabama
GULF SOUTH PIPELINE CO LP - BAYOU SALE C,5000,29.7597,-91.4284,Centerville,diversified,Louisiana
CONSTELLIUM,14500,34.7436,-87.6344,Muscle Shoals,metals,Alabama
GOLDEN VALLEY ELECTRIC ASSOCIATION / HEALY POWER PLANT,87891,63.9454,-149.0152,Healy,utilities,Alaska
SUMITOMO METAL MINING POGO LLC / POGO MINE,5000,64.0603,-145.7057,Delta Junction,diversified,Alaska
John Morrell Company,206000,43.5397,-96.7322,Sioux Falls,meatpacking,South Dakota
"COLASKA INC, DBA SECON / ALMIX ASPHALT PLANT",7500,56.3319,-132.0221,Wrangell,construction & engineering,Alaska
"HILCORP ALASKA, LLC  / DILLON PLATFORM",14500,60.5619,-151.1985,Kenai,oil & gas,Alaska
ALASKA ELECTRIC LIGHT AND POWER,98228,58.444,-134.1515,Juneau,utilities,Alaska
Amazon Services LLC,2739354,36.2291,-115.2607,Las Vegas,retail-internet,Nevada
"Wilbur-Ellis Company (Walla Walla, WA)",15000,46.067,-118.3365,Walla Walla,chemicals,Washington
"Gordon Trucking, Inc",5000,47.261,-122.2507,Pacific,freight services,Washington
Johnson Matthey Inc.,3000000,40.7774,-111.9301,Salt Lake City,metals,Utah
Waste Management of Washington Inc,39600,47.6211,-122.3244,Seattle,waste management,Washington
Tesoro Refining & Marketing Company LLC,6390,61.5971,-149.1147,Palmer,oil & gas,Alaska
"Unified Grocers, Inc",292809,47.6211,-122.3244,Seattle,wholesalers-food products,Washington
Seneca Foods Corporation,64000,44.0789,-116.9256,Payette,food products,Idaho
AvtechTyee Inc,49000,47.9524,-122.167,Everett,aerospace & military contracting,Washington
Helena Chemical Company,7040,46.8014,-117.9026,La Crosse,diversified,Washington
JB Hunt Transport Inc,41000,47.2189,-122.2338,Sumner,freight services,Washington
Gordon Trucking Inc,50000,47.261,-122.2507,Pacific,freight services,Washington
DEERE & CO,6000,43.0808,-89.3922,Madison,agricultural equipment,Wisconsin
Trader Joe's Company,38631,34.165,-117.9921,Monrovia,retail-supermarkets,California
"JELD-WEN, INC.",360000,42.2192,-121.7755,Klamath Falls,windows,Oregon
COLUMBIA SPORTSWEAR,100800,45.5372,-122.65,Portland,apparel,Oregon
Swinerton Builders,6000,46.3935,-116.9934,Lewiston,construction,Idaho
Waste Management of Washington Inc,33570,47.6211,-122.3244,Seattle,waste management,Washington
Briggs and Stratton Corporation,80000,43.0615,-88.0347,Wauwatosa,engines,Wisconsin
J.R. Simplot Company,10000,43.6458,-116.6591,Caldwell,agribusiness,Idaho
BASF Corporation,109840,42.5332,-114.37,Kimberly,chemicals,Idaho
"CertainTeed Gypsum, Inc",42300,47.6211,-122.3244,Seattle,building materials,Washington
"Golden Valley Assn, AK Industrial Development & Ex",115000,63.9454,-149.0152,Healy,utilities,Alaska
Wilbur Ellis Company,50320,45.7093,-121.5258,Hood River,chemicals,Oregon
BNSF RAILWAY COMPANY,37500,45.5372,-122.65,Portland,diversified,Oregon
"BURLINGTON ENVIRONMENTAL, INC. KENT",275000,47.3887,-122.2128,Kent,private equity (including portfolio companies),Washington
Ash Grove Cement Company,600000,47.6211,-122.3244,Seattle,building materials,Washington
Berry Plastics,46060,47.3887,-122.2128,Kent,packaging,Washington
JEROME CHEESE COMPANY,304000,42.7184,-114.5159,Jerome,dairy cooperative,Idaho
P4 Production LLC,1400000,42.659,-111.5878,Soda Springs,chemicals,Idaho
GKN,62278,47.3887,-122.2128,Kent,private equity (including portfolio companies),Washington
J.R. SIMPLOT COMPANY,350000,42.8716,-112.4656,Pocatello,agribusiness,Idaho
HELENA CHEMICAL COMPANY/DUSTY FARMS COOPERATIVE,41600,35.0474,-89.699,Collierville,diversified,Tennessee
PHILLIPS 66 COMPANY/LA REFINERY,15000,33.8374,-118.2559,Carson,oil & gas,California
WESTERN TUBE & CONDUIT CORP,25000,33.8059,-118.161,Long Beach,steel,California
PERMA-FIX NORTHWEST RICHLAND INC.,304500,46.2826,-119.2938,Richland,waste management,Washington
WASHINGTON BEEF LLC,750000,46.3807,-120.3124,Toppenish,food products,Washington
BATTELLE ENERGY ALLIANCE AND WHEELER ELECTRIC,61000,43.4868,-112.0363,Idaho Falls,research services,Idaho
PIONEER AMERICAS,74948,47.2431,-122.4531,Tacoma,chemicals,Washington
BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,22024,47.5953,-122.1551,Bellevue,beverages,Washington
FLINT HILLS RESOURCES,75867,64.8353,-147.6533,Fairbanks,diversified,Alaska
"AMERIGAS PROPANE, L P",57248,47.4338,-120.3285,Wenatchee,utilities,Washington
CHEVRON KENAI REFINERY,107100,60.7152,-151.2317,Nikiski,oil & gas,Alaska
Ajinomoto,7350,45.5372,-122.65,Portland,food products,Oregon
LAFARGE CORPORATION SEATTLE PLANT,315481,47.6211,-122.3244,Seattle,building materials,Washington
ConocoPhillips Company,1333333,48.8525,-122.5892,Ferndale,oil & gas,Washington
"Unified Western Grocers, Inc.",50000,45.4445,-122.6219,Milwaukie,wholesalers-food products,Oregon
SIMPSON TACOMA KRAFT COMPANY LLC.,5000,47.2431,-122.4531,Tacoma,packaging,Washington
SHELL OIL PRODS. U.S. PUGET SOUND REFY.,5000,48.4878,-122.6292,Anacortes,oil & gas,Washington
GENIE INDS. MOSES LAKE,5000,47.1285,-119.2741,Moses Lake,construction equipment,Washington
"Food Services of America, Service Group of America",42061,47.9524,-122.167,Everett,foodservice,Washington
Oregon MEtallurgical Corporation,685391,44.6274,-123.0966,Albany,metals,Oregon
"Centex Homes, A Nevada General Partnership",60475,32.7937,-96.7662,Dallas,homebuilding,Texas
Home Depot USA Inc,246867,58.444,-134.1515,Juneau,retail-home improvement,Alaska
Costco Wholesale Corportation,52646,47.2189,-122.2338,Sumner,retail,Washington
Cenex Harvest States Cooperative,121089,46.2503,-119.1298,Pasco,agribusiness,Washington
Weyerhaeuser Cosmopolis,20625,46.9541,-123.7725,Cosmopolis,forest products,Washington
"ATOFINA CHEMICAL, INC.",12540,45.5372,-122.65,Portland,chemicals,Oregon
J.R. SIMPLOT COMPANY,64650,42.8716,-112.4656,Pocatello,agribusiness,Idaho
"CUMMINS NORTHWEST, INC.",8000,44.0562,-121.3087,Bend,engines,Oregon
TRIDENT SEAFOODS CORPORATION,113470,55.3556,-131.6698,Ketchikan,food products,Alaska
VAN WATERS AND ROGERS,17600,47.6997,-122.2041,Kirkland,wholesalers-chemicals,Washington
HYTEK FINISHES COMPANY,5000,47.3887,-122.2128,Kent,aerospace & military contracting,Washington
MATSUSHITA SEMICONDUCTOR CORP OF AMERICA,85000,47.1794,-122.2902,Puyallup,consumer electronics,Washington
CARNIVAL CORPORATION/CARNIVAL CRUISE,42000,58.444,-134.1515,Juneau,cruise lines,Alaska
"BP EXPLORATION, INC.",34650,70.3128,-148.6957,Prudhoe Bay,oil & gas,Alaska
"AIR LIQUID LARGE INDUSTRIES US, LP",80000,33.9169,-118.4021,El Segundo,industrial gas,California
JACUZZI WHIRLPOOL BATH,130500,33.9836,-117.6653,Chino,private equity (including portfolio companies),California
Chevron Richmond Technology Center,11011,37.9477,-122.339,Richmond,oil & gas,California
Kloeckner Metals Corporation,111608,21.3403,-158.0665,Kapolei,wholesalers-chemicals,Hawaii
Inventure Foods,79957,33.2614,-112.3622,Goodyear,food products,Arizona
"Ricoh Electronics, Inc.",245990,33.7309,-117.8106,Tustin,office equipment,California
"Aloha Petroleum, LTD",57500,21.5659,-158.1198,Waialua,pipelines,Hawaii
"Sysco Arizona, Inc.",13500,33.4484,-112.2561,Tolleson,wholesalers-food products,Arizona
Walmart Transportation LLC,400000,36.358,-94.2287,Bentonville,retail-discount stores,Arkansas
"Werner Enterprises, Inc.",65000,41.2628,-96.0495,Omaha,logistics,Nebraska
"Knight Transportation, Inc",72000,33.5722,-112.0891,Phoenix,trucking,Arizona
"Clean Harbors Buttonwillow, LLC",90000,35.4092,-119.4406,Buttonwillow,waste management,California
Clorox,250000,37.7903,-122.2165,Oakland,household products,California
"Arysta LifeScience North America, LLC",14700,35.7814,-78.8167,Cary,chemicals,North Carolina
"Eco Services Operations, Corp",106000,33.8059,-118.161,Long Beach,chemicals,California
Halliburton Environmental Services,410000,29.7868,-95.3905,Houston,oilfield services,Texas
AMERICAN VANGUARD CORPORATION,81855,33.6151,-117.8669,Newport Beach,chemicals,California
"National Beef California, LP",80850,32.9783,-115.5287,Brawley,food products,California
LEHIGH SOUTHWEST CEMENT CO,191848,37.3168,-122.0465,Cupertino,building materials,California
The Gas Company LLC (dba Hawaii Gas),155000,21.3403,-158.0665,Kapolei,financial services,Hawaii
"Veris Gold USA, Inc",182000,40.8387,-115.7674,Elko,mining,Nevada
Guardian Industries,22286,36.5242,-119.5608,Kingsburg,diversified,California
Veolia ES Technical Solutions LLC,95000,33.5722,-112.0891,Phoenix,environmental services,Arizona
"Asarco, LLC",146900,32.9995,-110.7814,Hayden,mining,Arizona
Helena Chemical Company,12800,36.326,-119.654,Hanford,diversified,California
Albertson,5100,33.9255,-117.8654,Brea,private equity (including portfolio companies),California
Enel Salt Wells LLC,8400,39.4739,-118.778,Fallon,utilities,Nevada
LEHIGH SOUTHWEST CEMENT CO.(FORM:HANSON PERMANENTE),2550000,37.3168,-122.0465,Cupertino,building materials,California
"Chemical Waste Management, Inc.",400000,36.009,-119.9629,Kettleman City,waste management,California
UNIVAR USA INC.,6400,47.6762,-122.1166,Redmond,wholesalers-chemicals,Washington
U.S. Borax Inc.,8200,39.6152,-104.9131,Greenwood Village,mining,Colorado
"Univar USA, Inc.",41800,33.9963,-118.1519,Commerce,wholesalers-chemicals,California
"Univar USA, Inc.",122550,33.9963,-118.1519,Commerce,wholesalers-chemicals,California
"Safeway, Inc.",6800,33.3881,-111.9318,Tempe,private equity (including portfolio companies),Arizona
"Chevron USA, San Joaquin Business Unit",8800,35.1779,-119.5472,Fellows,oil & gas,California
Constellation Wines US Inc (dba Woodbridge Winery),95000,38.1735,-121.2798,Acampo,beverages,California
Clorox Products Mfg. Co.,28000,34.1139,-118.4068,Los Angeles,household products,California
"KMG Electronics Chemicals, Inc.",20000,36.8563,-121.3981,Hollister,semiconductor materials,California
DCP MIDSTREAM LP - HICO KNOWLES GAS PLAN,6420,32.702,-92.6575,Dubach,oil & gas,Louisiana
Space Exploration Technologies,45600,33.9147,-118.3476,Hawthorne,aerospace & military contracting,California
"Global Solar Energy, Inc.",12100,32.1546,-110.8782,Tucson,power systems,Arizona
DURAHAM MANUFACTURING CO,9625,41.4741,-72.6814,Durham,storage equipment,Connecticut
Maax Spas Industries Corporation,34440,33.2827,-111.8516,Chandler,private equity (including portfolio companies),Arizona
COTTAGE BAKERY,312500,38.1218,-121.2932,Lodi,food products,California
MACDERMID GRAPHIC ARTS INC,229874,42.6277,-73.1187,Adams,chemicals,Massachusetts
Parker Hannifin Corp. Chomerics Div.,5000,42.7641,-71.4315,Hudson,industrial equipment,New Hampshire
Richard F. Kelly,126000,34.1139,-118.4068,Los Angeles,chemicals,California
HUBBELL INC,5000,41.4119,-73.312,Newtown,electrical equipment,Connecticut
Exxon Mobil Corporation,2642198,34.4285,-119.7202,Santa Barbara,oil & gas,California
Dole Packaged Foods,32500,37.3543,-120.5981,Atwater,food products,California
ITT Corp,64719,38.4465,-122.706,Santa Rosa,industrial equipment,California
MANTROSE-HAEUSER CO INC,34000,41.9311,-71.295,Attleboro,chemicals,Massachusetts
Arysta LifeScience North America L.L.C.,6500,37.7903,-122.2165,Oakland,chemicals,California
"Akzo Nobel Coatings, Inc.",23800,33.5722,-112.0891,Phoenix,paints & coatings,Arizona
Bridgford Foods Corporation,36400,33.839,-117.8572,Anaheim,food products,California
Cypress Semiconductor,10900,37.3018,-121.8485,San Jose,semiconductors,California
